,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,visibility,weather,wind
0,stations,{'all': 24},200,"{'lon': 150.8, 'lat': -2.57}",1521672732.0,2094342.0,"{'temp': 85.56, 'pressure': 1016.57, 'humidity': 96, 'temp_min': 85.56, 'temp_max': 85.56, 'sea_level': 1017.68, 'grnd_level': 1016.57}",,Kavieng,,"{'message': 0.0035, 'country': 'PG', 'sunrise': 1521576037, 'sunset': 1521619616}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 13.8, 'deg': 256.502}"
1,stations,{'all': 75},200,"{'lon': -122.03, 'lat': 36.97}",1521671700.0,5393052.0,"{'temp': 67.19, 'pressure': 1011, 'humidity': 68, 'temp_min': 64.4, 'temp_max': 71.6}",,Santa Cruz,,"{'type': 1, 'id': 399, 'message': 0.009, 'country': 'US', 'sunrise': 1521641314, 'sunset': 1521685308}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.97, 'deg': 191.502}"
2,stations,{'all': 75},200,"{'lon': 20.95, 'lat': 64.75}",1521670800.0,602913.0,"{'temp': 32, 'pressure': 996, 'humidity': 82, 'temp_min': 32, 'temp_max': 32}",,Skelleftea,,"{'type': 1, 'id': 5408, 'message': 0.0046, 'country': 'SE', 'sunrise': 1521606626, 'sunset': 1521651448}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 6.93, 'deg': 230}"
3,stations,{'all': 75},200,"{'lon': -68.31, 'lat': -54.81}",1521669600.0,3833367.0,"{'temp': 53.6, 'pressure': 977, 'humidity': 66, 'temp_min': 53.6, 'temp_max': 53.6}",,Ushuaia,,"{'type': 1, 'id': 4754, 'message': 0.0036, 'country': 'AR', 'sunrise': 1521628692, 'sunset': 1521672047}",10000.0,"[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]","{'speed': 18.16, 'deg': 328.002}"
4,stations,{'all': 12},200,"{'lon': 147.9, 'lat': 70.62}",1521672734.0,2126123.0,"{'temp': -23.62, 'pressure': 1028.17, 'humidity': 71, 'temp_min': -23.62, 'temp_max': -23.62, 'sea_level': 1030.49, 'grnd_level': 1028.17}",,Chokurdakh,,"{'message': 0.0054, 'country': 'RU', 'sunrise': 1521576026, 'sunset': 1521621162}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 4.74, 'deg': 30.0023}"
5,stations,{'all': 0},200,"{'lon': 74.49, 'lat': 15.34}",1521672734.0,1273574.0,"{'temp': 62.65, 'pressure': 958.29, 'humidity': 69, 'temp_min': 62.65, 'temp_max': 62.65, 'sea_level': 1023.27, 'grnd_level': 958.29}",,Vaini,,"{'message': 0.0053, 'country': 'IN', 'sunrise': 1521594301, 'sunset': 1521637988}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.72, 'deg': 304.002}"
6,stations,{'all': 0},200,"{'lon': 18.42, 'lat': -33.93}",1521669600.0,3369157.0,"{'temp': 64.4, 'pressure': 1019, 'humidity': 63, 'temp_min': 64.4, 'temp_max': 64.4}",,Cape Town,,"{'type': 1, 'id': 6529, 'message': 0.0036, 'country': 'ZA', 'sunrise': 1521607850, 'sunset': 1521651302}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 17.22, 'deg': 140}"
7,stations,{'all': 56},200,"{'lon': -76.18, 'lat': -10.53}",1521672735.0,3944797.0,"{'temp': 44.34, 'pressure': 646.05, 'humidity': 95, 'temp_min': 44.34, 'temp_max': 44.34, 'sea_level': 1023.43, 'grnd_level': 646.05}",,Yanacancha,,"{'message': 0.0031, 'country': 'PE', 'sunrise': 1521630523, 'sunset': 1521674051}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.62, 'deg': 78.0023}"
8,stations,{'all': 0},200,"{'lon': 44.32, 'lat': 15.17}",1521672735.0,70979.0,"{'temp': 39.34, 'pressure': 789.36, 'humidity': 49, 'temp_min': 39.34, 'temp_max': 39.34, 'sea_level': 1025.99, 'grnd_level': 789.36}",,Sayyan,,"{'message': 0.0077, 'country': 'YE', 'sunrise': 1521601539, 'sunset': 1521645229}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.62, 'deg': 47.0023}"
9,stations,{'all': 80},200,"{'lon': -134.97, 'lat': -23.12}",1521672736.0,4030556.0,"{'temp': 81.37, 'pressure': 1027.84, 'humidity': 99, 'temp_min': 81.37, 'temp_max': 81.37, 'sea_level': 1027.89, 'grnd_level': 1027.84}",,Rikitea,,"{'message': 0.0182, 'country': 'PF', 'sunrise': 1521644662, 'sunset': 1521688113}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 14.03, 'deg': 54.0023}"
10,stations,{'all': 0},200,"{'lon': 125.41, 'lat': -8.93}",1521672736.0,1651810.0,"{'temp': 77.1, 'pressure': 944.59, 'humidity': 78, 'temp_min': 77.1, 'temp_max': 77.1, 'sea_level': 1021.04, 'grnd_level': 944.59}",,Airai,,"{'message': 0.0041, 'country': 'TL', 'sunrise': 1521582140, 'sunset': 1521625693}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 0.72, 'deg': 254.002}"
11,stations,{'all': 56},200,"{'lon': 149.07, 'lat': -23.58}",1521672737.0,2175403.0,"{'temp': 76.02, 'pressure': 1002.63, 'humidity': 70, 'temp_min': 76.02, 'temp_max': 76.02, 'sea_level': 1025.42, 'grnd_level': 1002.63}",,Bluff,{'3h': 0.345},"{'message': 0.0029, 'country': 'AU', 'sunrise': 1521576475, 'sunset': 1521619989}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 16.49, 'deg': 121.502}"
12,stations,{'all': 40},200,"{'lon': -76.23, 'lat': 3.25}",1521669600.0,3674702.0,"{'temp': 86, 'pressure': 1010, 'humidity': 51, 'temp_min': 86, 'temp_max': 86}",,Miranda,,"{'type': 1, 'id': 4251, 'message': 0.0034, 'country': 'CO', 'sunrise': 1521630498, 'sunset': 1521674111}",9000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 10.29, 'deg': 310}"
13,stations,{'all': 90},200,"{'lon': -101.24, 'lat': 53.82}",1521669600.0,6164499.0,"{'temp': 35.6, 'pressure': 1019, 'humidity': 64, 'temp_min': 35.6, 'temp_max': 35.6}",,The Pas,,"{'type': 1, 'id': 3405, 'message': 0.0036, 'country': 'CA', 'sunrise': 1521636136, 'sunset': 1521680539}",24140.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 6.93, 'deg': 140}"
14,stations,{'all': 75},200,"{'lon': -91.62, 'lat': 14.9}",1521669600.0,3589706.0,"{'temp': 91.4, 'pressure': 1011, 'humidity': 46, 'temp_min': 91.4, 'temp_max': 91.4}",,San Miguel Siguila,,"{'type': 1, 'id': 4180, 'message': 0.0253, 'country': 'GT', 'sunrise': 1521634149, 'sunset': 1521677856}",9000.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]","{'speed': 11.41, 'deg': 240}"
15,stations,{'all': 8},200,"{'lon': 71.64, 'lat': 48.68}",1521672739.0,1526041.0,"{'temp': 29.44, 'pressure': 963.72, 'humidity': 67, 'temp_min': 29.44, 'temp_max': 29.44, 'sea_level': 1024.45, 'grnd_level': 963.72}",,Atasu,,"{'message': 0.0243, 'country': 'KZ', 'sunrise': 1521594780, 'sunset': 1521638918}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 4.63, 'deg': 147.002}"
16,,,404,,,,,city not found,,,,,,
17,stations,{'all': 0},200,"{'lon': -9.06, 'lat': 42.77}",1521671400.0,3115824.0,"{'temp': 37.4, 'pressure': 1030, 'humidity': 74, 'temp_min': 37.4, 'temp_max': 37.4}",,Muros,,"{'type': 1, 'id': 5500, 'message': 0.0037, 'country': 'ES', 'sunrise': 1521614182, 'sunset': 1521658235}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.36, 'deg': 60}"
18,stations,{'all': 0},200,"{'lon': 172.79, 'lat': 3.07}",1521672740.0,2110227.0,"{'temp': 82.59, 'pressure': 1019.82, 'humidity': 100, 'temp_min': 82.59, 'temp_max': 82.59, 'sea_level': 1019.87, 'grnd_level': 1019.82}",,Butaritari,,"{'message': 0.0044, 'country': 'KI', 'sunrise': 1521570750, 'sunset': 1521614355}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 16.49, 'deg': 75.0023}"
19,stations,{'all': 76},200,"{'lon': -113.53, 'lat': 31.32}",1521672741.0,3991347.0,"{'temp': 69.94, 'pressure': 1023.63, 'humidity': 71, 'temp_min': 69.94, 'temp_max': 69.94, 'sea_level': 1025.74, 'grnd_level': 1023.63}",,Puerto Penasco,,"{'message': 0.004, 'country': 'MX', 'sunrise': 1521639318, 'sunset': 1521683219}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.51, 'deg': 264.002}"
20,stations,{'all': 90},200,"{'lon': -70.91, 'lat': -53.16}",1521669600.0,3874787.0,"{'temp': 50, 'pressure': 980, 'humidity': 87, 'temp_min': 50, 'temp_max': 50}",,Punta Arenas,,"{'type': 1, 'id': 4642, 'message': 0.0091, 'country': 'CL', 'sunrise': 1521629316, 'sunset': 1521672674}",10000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]","{'speed': 3.36, 'deg': 280}"
21,stations,{'all': 100},200,"{'lon': -28.7, 'lat': 38.52}",1521672741.0,3372707.0,"{'temp': 63.33, 'pressure': 1042.92, 'humidity': 97, 'temp_min': 63.33, 'temp_max': 63.33, 'sea_level': 1046.33, 'grnd_level': 1042.92}",,Ribeira Grande,{'3h': 0.1},"{'message': 0.0037, 'country': 'PT', 'sunrise': 1521618926, 'sunset': 1521662909}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 17.49, 'deg': 226.502}"
22,stations,{'all': 0},200,"{'lon': 138.6, 'lat': -33.21}",1521672742.0,2069194.0,"{'temp': 67.92, 'pressure': 973.77, 'humidity': 85, 'temp_min': 67.92, 'temp_max': 67.92, 'sea_level': 1032.07, 'grnd_level': 973.77}",,Jamestown,,"{'message': 0.0037, 'country': 'AU', 'sunrise': 1521578991, 'sunset': 1521622487}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.52, 'deg': 46.0023}"
23,stations,{'all': 92},200,"{'lon': -42.02, 'lat': -22.97}",1521672742.0,3471451.0,"{'temp': 75.57, 'pressure': 1025, 'humidity': 100, 'temp_min': 75.57, 'temp_max': 75.57, 'sea_level': 1025.99, 'grnd_level': 1025}",,Arraial do Cabo,{'3h': 3.735},"{'message': 0.0116, 'country': 'BR', 'sunrise': 1521622348, 'sunset': 1521665821}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 1.61, 'deg': 235.502}"
24,stations,{'all': 75},200,"{'lon': -73.13, 'lat': -41.77}",1521669600.0,3897334.0,"{'temp': 55.4, 'pressure': 1004, 'humidity': 93, 'temp_min': 55.4, 'temp_max': 55.4}",,Calbuco,,"{'type': 1, 'id': 4672, 'message': 0.0047, 'country': 'CL', 'sunrise': 1521629843, 'sunset': 1521673234}",6000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]","{'speed': 13.87, 'deg': 10}"
25,stations,{'all': 36},200,"{'lon': 135.5, 'lat': -3.36}",1521672743.0,1634614.0,"{'temp': 75.7, 'pressure': 945.48, 'humidity': 87, 'temp_min': 75.7, 'temp_max': 75.7, 'sea_level': 1020.23, 'grnd_level': 945.48}",,Nabire,,"{'message': 0.0036, 'country': 'ID', 'sunrise': 1521579709, 'sunset': 1521623285}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.62, 'deg': 246.002}"
26,stations,{'all': 0},200,"{'lon': 22.64, 'lat': 32.77}",1521672743.0,87205.0,"{'temp': 68.05, 'pressure': 1013.49, 'humidity': 84, 'temp_min': 68.05, 'temp_max': 68.05, 'sea_level': 1015, 'grnd_level': 1013.49}",,Darnah,,"{'message': 0.0035, 'country': 'LY', 'sunrise': 1521606657, 'sunset': 1521650533}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 19.51, 'deg': 140.502}"
27,stations,{'all': 40},200,"{'lon': -90.35, 'lat': -0.74}",1521669600.0,3652764.0,"{'temp': 84.2, 'pressure': 1007, 'humidity': 70, 'temp_min': 84.2, 'temp_max': 84.2}",,Puerto Ayora,,"{'type': 1, 'id': 4355, 'message': 0.003, 'country': 'EC', 'sunrise': 1521633898, 'sunset': 1521677484}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 16.11, 'deg': 90}"
28,stations,{'all': 0},200,"{'lon': -53.46, 'lat': -33.69}",1521672744.0,3443061.0,"{'temp': 60.81, 'pressure': 1028.98, 'humidity': 89, 'temp_min': 60.81, 'temp_max': 60.81, 'sea_level': 1030.49, 'grnd_level': 1028.98}",,Chuy,,"{'message': 0.0035, 'country': 'UY', 'sunrise': 1521625110, 'sunset': 1521668538}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.1, 'deg': 163.502}"
29,,,404,,,,,city not found,,,,,,
30,stations,{'all': 64},200,"{'lon': 134.23, 'lat': -12.05}",1521672744.0,2067089.0,"{'temp': 82, 'pressure': 1014.79, 'humidity': 94, 'temp_min': 82, 'temp_max': 82, 'sea_level': 1015.08, 'grnd_level': 1014.79}",,Maningrida,{'3h': 0.21},"{'message': 0.0041, 'country': 'AU', 'sunrise': 1521580027, 'sunset': 1521623570}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 20.62, 'deg': 178.002}"
31,stations,{'all': 0},200,"{'lon': -15.83, 'lat': 11.28}",1521669600.0,2374583.0,"{'temp': 78.8, 'pressure': 1012, 'humidity': 83, 'temp_min': 78.8, 'temp_max': 78.8}",,Bubaque,,"{'type': 1, 'id': 6118, 'message': 0.006, 'country': 'GW', 'sunrise': 1521615981, 'sunset': 1521659649}",7000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.82, 'deg': 270}"
32,stations,{'all': 0},200,"{'lon': 71.45, 'lat': 22.62}",1521672745.0,1256929.0,"{'temp': 66.97, 'pressure': 1013.66, 'humidity': 61, 'temp_min': 66.97, 'temp_max': 66.97, 'sea_level': 1023.64, 'grnd_level': 1013.66}",,Muli,,"{'message': 0.0031, 'country': 'IN', 'sunrise': 1521595003, 'sunset': 1521638752}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.77, 'deg': 286.502}"
33,stations,{'all': 75},200,"{'lon': 147.06, 'lat': -42.78}",1521671400.0,2155415.0,"{'temp': 55.4, 'pressure': 1037, 'humidity': 71, 'temp_min': 55.4, 'temp_max': 55.4}",,New Norfolk,,"{'type': 1, 'id': 8195, 'message': 0.0031, 'country': 'AU', 'sunrise': 1521576955, 'sunset': 1521620450}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.82, 'deg': 30}"
34,,,404,,,,,city not found,,,,,,
35,stations,{'all': 0},200,"{'lon': -8.45, 'lat': 37.14}",1521671400.0,2267254.0,"{'temp': 48.2, 'pressure': 1027, 'humidity': 76, 'temp_min': 48.2, 'temp_max': 48.2}",,Lagoa,,"{'type': 1, 'id': 5948, 'message': 0.004, 'country': 'PT', 'sunrise': 1521614082, 'sunset': 1521658034}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.82, 'deg': 280}"
36,stations,{'all': 20},200,"{'lon': -114.38, 'lat': 62.45}",1521669600.0,6185377.0,"{'temp': 6.8, 'pressure': 1035, 'humidity': 46, 'temp_min': 6.8, 'temp_max': 6.8}",,Yellowknife,,"{'type': 1, 'id': 3558, 'message': 0.0036, 'country': 'CA', 'sunrise': 1521639095, 'sunset': 1521683914}",24140.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 12.75, 'deg': 70}"
37,,,404,,,,,city not found,,,,,,
38,stations,{'all': 90},200,"{'lon': -135.9, 'lat': 63.59}",1521669600.0,6068416.0,"{'temp': 19.4, 'pressure': 1023, 'humidity': 44, 'temp_min': 19.4, 'temp_max': 19.4}",,Mayo,,"{'type': 1, 'id': 3955, 'message': 0.0032, 'country': 'CA', 'sunrise': 1521644213, 'sunset': 1521689128}",32186.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 11.41, 'deg': 10, 'gust': 8.2}"
39,stations,{'all': 20},200,"{'lon': 114.09, 'lat': 71.97}",1521672747.0,2017155.0,"{'temp': -7.33, 'pressure': 1005.55, 'humidity': 60, 'temp_min': -7.33, 'temp_max': -7.33, 'sea_level': 1018.33, 'grnd_level': 1005.55}",,Saskylakh,,"{'message': 0.0035, 'country': 'RU', 'sunrise': 1521584044, 'sunset': 1521629382}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 6.64, 'deg': 161.002}"
40,stations,{'all': 0},200,"{'lon': -94.19, 'lat': 16.29}",1521672748.0,3531218.0,"{'temp': 86.82, 'pressure': 1008.71, 'humidity': 55, 'temp_min': 86.82, 'temp_max': 86.82, 'sea_level': 1023.96, 'grnd_level': 1008.71}",,Chahuites,,"{'message': 0.0049, 'country': 'MX', 'sunrise': 1521634759, 'sunset': 1521678480}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 17.16, 'deg': 14.0023}"
41,stations,{'all': 1},200,"{'lon': -94.42, 'lat': 30.04}",1521670500.0,4732862.0,"{'temp': 74.75, 'pressure': 1022, 'humidity': 17, 'temp_min': 73.4, 'temp_max': 75.2}",,Nome,,"{'type': 1, 'id': 2561, 'message': 0.0036, 'country': 'US', 'sunrise': 1521634743, 'sunset': 1521678620}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 11.41, 'deg': 350}"
42,stations,{'all': 5},200,"{'lon': -94.13, 'lat': 36.19}",1521669480.0,4132093.0,"{'temp': 56.3, 'pressure': 1023, 'humidity': 35, 'temp_min': 55.4, 'temp_max': 57.2}",,Springdale,,"{'type': 1, 'id': 285, 'message': 0.0043, 'country': 'US', 'sunrise': 1521634631, 'sunset': 1521678601}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 6.93, 'deg': 290}"
43,,,404,,,,,city not found,,,,,,
44,stations,{'all': 75},200,"{'lon': -58.62, 'lat': 6.41}",1521669600.0,3379507.0,"{'temp': 82.4, 'pressure': 1011, 'humidity': 78, 'temp_min': 82.4, 'temp_max': 82.4}",,Bartica,,"{'type': 1, 'id': 4343, 'message': 0.0097, 'country': 'GY', 'sunrise': 1521626263, 'sunset': 1521669898}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 13.87, 'deg': 60}"
45,stations,{'all': 0},200,"{'lon': 49.18, 'lat': 11.28}",1521672750.0,64013.0,"{'temp': 76.24, 'pressure': 1016.57, 'humidity': 100, 'temp_min': 76.24, 'temp_max': 76.24, 'sea_level': 1024.77, 'grnd_level': 1016.57}",,Bosaso,,"{'message': 0.0038, 'country': 'SO', 'sunrise': 1521600386, 'sunset': 1521644046}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.5, 'deg': 358.002}"
46,stations,{'all': 76},200,"{'lon': 27.91, 'lat': -33.02}",1521672750.0,1006984.0,"{'temp': 70.89, 'pressure': 1031.73, 'humidity': 100, 'temp_min': 70.89, 'temp_max': 70.89, 'sea_level': 1036.44, 'grnd_level': 1031.73}",,East London,,"{'message': 0.0044, 'country': 'ZA', 'sunrise': 1521605571, 'sunset': 1521649028}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 14.14, 'deg': 176.502}"
47,stations,{'all': 48},200,"{'lon': -41.26, 'lat': -19.33}",1521672750.0,3451650.0,"{'temp': 79.17, 'pressure': 979.69, 'humidity': 66, 'temp_min': 79.17, 'temp_max': 79.17, 'sea_level': 1024.85, 'grnd_level': 979.69}",,Resplendor,,"{'message': 0.0045, 'country': 'BR', 'sunrise': 1521622160, 'sunset': 1521665648}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 6.08, 'deg': 64.5023}"
48,stations,{'all': 0},200,"{'lon': -38.39, 'lat': -3.9}",1521669600.0,3407407.0,"{'temp': 82.4, 'pressure': 1010, 'humidity': 78, 'temp_min': 82.4, 'temp_max': 82.4}",,Aquiraz,,"{'type': 1, 'id': 4498, 'message': 0.0042, 'country': 'BR', 'sunrise': 1521621438, 'sunset': 1521665006}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 6.93, 'deg': 60}"
49,stations,{'all': 0},200,"{'lon': 72.64, 'lat': 10.57}",1521672751.0,1267390.0,"{'temp': 82.99, 'pressure': 1023.14, 'humidity': 100, 'temp_min': 82.99, 'temp_max': 82.99, 'sea_level': 1023.11, 'grnd_level': 1023.14}",,Kavaratti,,"{'message': 0.003, 'country': 'IN', 'sunrise': 1521594760, 'sunset': 1521638413}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.43, 'deg': 322.002}"
50,,,404,,,,,city not found,,,,,,
51,stations,{'all': 8},200,"{'lon': 161.3, 'lat': 68.75}",1521672752.0,2126199.0,"{'temp': -11.02, 'pressure': 1016.01, 'humidity': 73, 'temp_min': -11.02, 'temp_max': -11.02, 'sea_level': 1024.81, 'grnd_level': 1016.01}",,Cherskiy,,"{'message': 0.0042, 'country': 'RU', 'sunrise': 1521572899, 'sunset': 1521617844}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 3.51, 'deg': 245.502}"
52,stations,{'all': 56},200,"{'lon': 115.35, 'lat': -33.64}",1521672752.0,2075265.0,"{'temp': 70.08, 'pressure': 1019.73, 'humidity': 99, 'temp_min': 70.08, 'temp_max': 70.08, 'sea_level': 1020.76, 'grnd_level': 1019.73}",,Busselton,,"{'message': 0.0039, 'country': 'AU', 'sunrise': 1521584574, 'sunset': 1521628061}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 14.25, 'deg': 208.502}"
53,stations,{'all': 0},200,"{'lon': -58.44, 'lat': -34.61}",1521669600.0,3435910.0,"{'temp': 63.91, 'pressure': 1017, 'humidity': 63, 'temp_min': 62.6, 'temp_max': 64.4}",,Buenos Aires,,"{'type': 1, 'id': 4685, 'message': 0.0039, 'country': 'AR', 'sunrise': 1521626307, 'sunset': 1521669729}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 12.75, 'deg': 90}"
54,stations,{'all': 75},200,"{'lon': 147.33, 'lat': -42.88}",1521671400.0,2163355.0,"{'temp': 55.4, 'pressure': 1037, 'humidity': 71, 'temp_min': 55.4, 'temp_max': 55.4}",,Hobart,,"{'type': 1, 'id': 8195, 'message': 0.004, 'country': 'AU', 'sunrise': 1521576890, 'sunset': 1521620385}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.82, 'deg': 30}"
55,stations,{'all': 88},200,"{'lon': 179.32, 'lat': 63.05}",1521672755.0,2126710.0,"{'temp': 34.62, 'pressure': 1010.09, 'humidity': 93, 'temp_min': 34.62, 'temp_max': 34.62, 'sea_level': 1018.08, 'grnd_level': 1010.09}",,Beringovskiy,{'3h': 0.135},"{'message': 0.0036, 'country': 'RU', 'sunrise': 1521568756, 'sunset': 1521613308}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 21.74, 'deg': 170.002}"
56,stations,{'all': 90},200,"{'lon': 71.43, 'lat': 51.13}",1521669600.0,1526273.0,"{'temp': 33.8, 'pressure': 1009, 'humidity': 100, 'temp_min': 33.8, 'temp_max': 33.8}",,Astana,,"{'type': 1, 'id': 7193, 'message': 0.0038, 'country': 'KZ', 'sunrise': 1521594802, 'sunset': 1521639003}",10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 4.47, 'deg': 130}"
57,stations,{'all': 0},200,"{'lon': 124.04, 'lat': 42.54}",1521672758.0,2036337.0,"{'temp': 24.85, 'pressure': 1007.41, 'humidity': 71, 'temp_min': 24.85, 'temp_max': 24.85, 'sea_level': 1030.04, 'grnd_level': 1007.41}",,Kaiyuan,,"{'message': 0.0029, 'country': 'CN', 'sunrise': 1521582279, 'sunset': 1521626263}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.18, 'deg': 191.502}"
58,,,404,,,,,city not found,,,,,,
59,stations,{'all': 75},200,"{'lon': -99.38, 'lat': 23.41}",1521668460.0,3526564.0,"{'temp': 78.8, 'pressure': 1017, 'humidity': 44, 'temp_min': 78.8, 'temp_max': 78.8}",,Jaumave,,"{'type': 1, 'id': 3976, 'message': 0.0039, 'country': 'MX', 'sunrise': 1521635971, 'sunset': 1521679766}",11265.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 4.7, 'deg': 160}"
60,stations,{'all': 68},200,"{'lon': 102.47, 'lat': 71.98}",1521672761.0,2022572.0,"{'temp': -5.8, 'pressure': 1012.6, 'humidity': 85, 'temp_min': -5.8, 'temp_max': -5.8, 'sea_level': 1017.68, 'grnd_level': 1012.6}",,Khatanga,,"{'message': 0.0373, 'country': 'RU', 'sunrise': 1521586822, 'sunset': 1521632180}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 10.22, 'deg': 261.002}"
61,stations,{'all': 0},200,"{'lon': 72.87, 'lat': 49.63}",1521669600.0,1526970.0,"{'temp': 37.4, 'pressure': 1010, 'humidity': 86, 'temp_min': 37.4, 'temp_max': 37.4}",,Abay,,"{'type': 1, 'id': 7202, 'message': 0.0082, 'country': 'KZ', 'sunrise': 1521594475, 'sunset': 1521638636}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.47, 'deg': 100}"
