,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,visibility,weather,wind
143,stations,{'all': 88},200,"{'lon': -35.46, 'lat': -5.2}",1521672801.0,3386213.0,"{'temp': 81.15, 'pressure': 1021.27, 'humidity': 82, 'temp_min': 81.15, 'temp_max': 81.15, 'sea_level': 1025.42, 'grnd_level': 1021.27}",,Touros,,"{'message': 0.0034, 'country': 'BR', 'sunrise': 1521620738, 'sunset': 1521664298}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 11.68, 'deg': 114.502}"
144,stations,{'all': 20},200,"{'lon': 21.3, 'lat': 29.14}",1521672807.0,88533.0,"{'temp': 80.02, 'pressure': 1011.63, 'humidity': 14, 'temp_min': 80.02, 'temp_max': 80.02, 'sea_level': 1015.17, 'grnd_level': 1011.63}",,Awjilah,,"{'message': 0.003, 'country': 'LY', 'sunrise': 1521606999, 'sunset': 1521650830}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 13.47, 'deg': 176.002}"
145,stations,{'all': 68},200,"{'lon': 80.53, 'lat': 29.85}",1521672807.0,1272864.0,"{'temp': 33.63, 'pressure': 736.27, 'humidity': 100, 'temp_min': 33.63, 'temp_max': 33.63, 'sea_level': 1029.51, 'grnd_level': 736.27}",,Dharchula,{'3h': 2.115},"{'message': 0.0032, 'country': 'IN', 'sunrise': 1521592792, 'sunset': 1521636613}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 0.94, 'deg': 38.5023}"
146,stations,{'all': 56},200,"{'lon': -46.05, 'lat': 60.91}",1521669000.0,3421719.0,"{'temp': 35.6, 'pressure': 999, 'humidity': 69, 'temp_min': 35.6, 'temp_max': 35.6}",,Narsaq,,"{'type': 1, 'id': 4791, 'message': 0.0036, 'country': 'GL', 'sunrise': 1521622773, 'sunset': 1521667438}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.36, 'deg': 90}"
147,stations,{'all': 75},200,"{'lon': -2.98, 'lat': 53.41}",1521670800.0,2644210.0,"{'temp': 44.6, 'pressure': 1025, 'humidity': 81, 'temp_min': 44.6, 'temp_max': 44.6}",,Liverpool,,"{'type': 1, 'id': 5077, 'message': 0.0035, 'country': 'GB', 'sunrise': 1521612600, 'sunset': 1521656919}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 8.05, 'deg': 260}"
148,stations,{'all': 1},200,"{'lon': -94.76, 'lat': 39.95}",1521669180.0,4407665.0,"{'temp': 53.6, 'pressure': 1022, 'humidity': 40, 'temp_min': 53.6, 'temp_max': 53.6}",,Kodiak,,"{'type': 1, 'id': 1664, 'message': 0.0039, 'country': 'US', 'sunrise': 1521634751, 'sunset': 1521678789}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 9.17, 'deg': 300}"
149,stations,{'all': 0},200,"{'lon': 43.97, 'lat': 26.33}",1521669600.0,107304.0,"{'temp': 78.8, 'pressure': 1015, 'humidity': 26, 'temp_min': 78.8, 'temp_max': 78.8}",,Buraydah,,"{'type': 1, 'id': 6984, 'message': 0.0031, 'country': 'SA', 'sunrise': 1521601577, 'sunset': 1521645370}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.7, 'deg': 30}"
150,stations,{'all': 80},200,"{'lon': 33.6, 'lat': -11.9}",1521672809.0,925498.0,"{'temp': 60.85, 'pressure': 877.96, 'humidity': 96, 'temp_min': 60.85, 'temp_max': 60.85, 'sea_level': 1025.99, 'grnd_level': 877.96}",,Mzimba,,"{'message': 0.0036, 'country': 'MW', 'sunrise': 1521604179, 'sunset': 1521647711}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.51, 'deg': 102.002}"
151,stations,{'all': 36},200,"{'lon': -77.61, 'lat': -11.1}",1521672809.0,3939761.0,"{'temp': 69.49, 'pressure': 983.9, 'humidity': 78, 'temp_min': 69.49, 'temp_max': 69.49, 'sea_level': 1022.66, 'grnd_level': 983.9}",,Hualmay,,"{'message': 0.0057, 'country': 'PE', 'sunrise': 1521630868, 'sunset': 1521674392}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 3.4, 'deg': 203.502}"
152,stations,{'all': 88},200,"{'lon': -66.9, 'lat': -4.88}",1521672809.0,3664659.0,"{'temp': 78.22, 'pressure': 1015.44, 'humidity': 93, 'temp_min': 78.22, 'temp_max': 78.22, 'sea_level': 1023.39, 'grnd_level': 1015.44}",,Carauari,,"{'message': 0.0037, 'country': 'BR', 'sunrise': 1521628282, 'sunset': 1521671843}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.06, 'deg': 243.502}"
153,stations,{'all': 0},200,"{'lon': 6.35, 'lat': 45.28}",1521671400.0,2979303.0,"{'temp': 35.6, 'pressure': 1023, 'humidity': 55, 'temp_min': 35.6, 'temp_max': 35.6}",,Saint-Jean-de-Maurienne,,"{'type': 1, 'id': 5564, 'message': 0.0311, 'country': 'FR', 'sunrise': 1521610464, 'sunset': 1521654561}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 13.87, 'deg': 20}"
154,stations,{'all': 75},200,"{'lon': -51.1, 'lat': 69.22}",1521669000.0,3423146.0,"{'temp': 12.2, 'pressure': 1007, 'humidity': 78, 'temp_min': 12.2, 'temp_max': 12.2}",,Ilulissat,,"{'type': 1, 'id': 4805, 'message': 0.0044, 'country': 'GL', 'sunrise': 1521623698, 'sunset': 1521668980}",10000.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 9.17, 'deg': 360}"
155,stations,{'all': 1},200,"{'lon': -149.44, 'lat': 61.58}",1521669360.0,5877641.0,"{'temp': 33.46, 'pressure': 1029, 'humidity': 66, 'temp_min': 32, 'temp_max': 33.8}",,Wasilla,,"{'type': 1, 'id': 131, 'message': 0.0038, 'country': 'US', 'sunrise': 1521647515, 'sunset': 1521692316}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 14.99, 'deg': 50}"
156,stations,{'all': 44},200,"{'lon': 114.28, 'lat': 58.01}",1521672811.0,2027196.0,"{'temp': 11.8, 'pressure': 927, 'humidity': 74, 'temp_min': 11.8, 'temp_max': 11.8, 'sea_level': 1029.27, 'grnd_level': 927}",,Balakhninskiy,,"{'message': 0.0038, 'country': 'RU', 'sunrise': 1521584434, 'sunset': 1521628825}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.95, 'deg': 189.502}"
157,stations,{'all': 64},200,"{'lon': 66.31, 'lat': 51.1}",1521672811.0,1524606.0,"{'temp': 37.9, 'pressure': 984.15, 'humidity': 89, 'temp_min': 37.9, 'temp_max': 37.9, 'sea_level': 1018.97, 'grnd_level': 984.15}",,Derzhavinsk,,"{'message': 0.0031, 'country': 'KZ', 'sunrise': 1521596029, 'sunset': 1521640233}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 9.55, 'deg': 147.002}"
158,stations,{'all': 12},200,"{'lon': 46.09, 'lat': -25.18}",1521672811.0,1079048.0,"{'temp': 72.96, 'pressure': 1016.01, 'humidity': 97, 'temp_min': 72.96, 'temp_max': 72.96, 'sea_level': 1026.64, 'grnd_level': 1016.01}",,Ambovombe,,"{'message': 0.003, 'country': 'MG', 'sunrise': 1521601199, 'sunset': 1521644684}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 7.2, 'deg': 105.502}"
159,stations,{'all': 12},200,"{'lon': 122.67, 'lat': 11}",1521672811.0,1714733.0,"{'temp': 79.84, 'pressure': 1002.47, 'humidity': 72, 'temp_min': 79.84, 'temp_max': 79.84, 'sea_level': 1022.83, 'grnd_level': 1002.47}",,Dingle,,"{'message': 0.0033, 'country': 'PH', 'sunrise': 1521582756, 'sunset': 1521626408}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 11.23, 'deg': 42.0023}"
160,stations,{'all': 100},200,"{'lon': 125.48, 'lat': 12.22}",1521672812.0,1731248.0,"{'temp': 79.53, 'pressure': 1013.17, 'humidity': 98, 'temp_min': 79.53, 'temp_max': 79.53, 'sea_level': 1022.99, 'grnd_level': 1013.17}",,Alugan,,"{'message': 0.0038, 'country': 'PH', 'sunrise': 1521582079, 'sunset': 1521625738}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 11.12, 'deg': 38.0023}"
161,,,404,,,,,city not found,,,,,,
162,stations,{'all': 0},200,"{'lon': 12.92, 'lat': 18.69}",1521672812.0,2446796.0,"{'temp': 65.94, 'pressure': 963.72, 'humidity': 18, 'temp_min': 65.94, 'temp_max': 65.94, 'sea_level': 1020.92, 'grnd_level': 963.72}",,Bilma,,"{'message': 0.0035, 'country': 'NE', 'sunrise': 1521609057, 'sunset': 1521652782}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.41, 'deg': 203.002}"
163,stations,{'all': 92},200,"{'lon': 49.82, 'lat': 7.98}",1521672813.0,60019.0,"{'temp': 77.77, 'pressure': 1014.14, 'humidity': 100, 'temp_min': 77.77, 'temp_max': 77.77, 'sea_level': 1025.38, 'grnd_level': 1014.14}",,Eyl,,"{'message': 0.0069, 'country': 'SO', 'sunrise': 1521600242, 'sunset': 1521643880}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 7.76, 'deg': 65.5023}"
164,stations,{'all': 20},200,"{'lon': 33.48, 'lat': -19.11}",1521669600.0,1049261.0,"{'temp': 69.8, 'pressure': 1019, 'humidity': 88, 'temp_min': 69.8, 'temp_max': 69.8}",,Chimoio,,"{'type': 1, 'id': 6847, 'message': 0.0053, 'country': 'MZ', 'sunrise': 1521604219, 'sunset': 1521647722}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 2.06, 'deg': 110.002}"
165,stations,{'all': 56},200,"{'lon': 124.9, 'lat': 56.84}",1521672813.0,2025261.0,"{'temp': 19.14, 'pressure': 922.46, 'humidity': 66, 'temp_min': 19.14, 'temp_max': 19.14, 'sea_level': 1025.99, 'grnd_level': 922.46}",,Chulman,,"{'message': 0.0036, 'country': 'RU', 'sunrise': 1521581910, 'sunset': 1521626249}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.62, 'deg': 260.502}"
166,stations,{'all': 90},200,"{'lon': -157.84, 'lat': 21.44}",1521669840.0,5856516.0,"{'temp': 75.22, 'pressure': 1015, 'humidity': 69, 'temp_min': 71.6, 'temp_max': 78.8}",,Ahuimanu,,"{'type': 1, 'id': 828, 'message': 0.0035, 'country': 'US', 'sunrise': 1521650002, 'sunset': 1521693788}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 12.75, 'deg': 70, 'gust': 9.8}"
167,,,404,,,,,city not found,,,,,,
168,stations,{'all': 90},200,"{'lon': -122.43, 'lat': 37.46}",1521669420.0,5354943.0,"{'temp': 66.22, 'pressure': 1010, 'humidity': 77, 'temp_min': 64.4, 'temp_max': 69.8}",,Half Moon Bay,,"{'type': 1, 'id': 471, 'message': 0.022, 'country': 'US', 'sunrise': 1521641406, 'sunset': 1521685409}",16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 10.29, 'deg': 180}"
169,stations,{'all': 68},200,"{'lon': -151.75, 'lat': -16.48}",1521672814.0,4034551.0,"{'temp': 81.69, 'pressure': 1023.14, 'humidity': 100, 'temp_min': 81.69, 'temp_max': 81.69, 'sea_level': 1023.27, 'grnd_level': 1023.14}",,Faanui,,"{'message': 0.0043, 'country': 'PF', 'sunrise': 1521648675, 'sunset': 1521692159}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 7.65, 'deg': 64.0023}"
170,stations,{'all': 75},200,"{'lon': -97.86, 'lat': 55.74}",1521669600.0,6165406.0,"{'temp': 33.8, 'pressure': 1021, 'humidity': 47, 'temp_min': 33.8, 'temp_max': 33.8}",,Thompson,,"{'type': 1, 'id': 3406, 'message': 0.028, 'country': 'CA', 'sunrise': 1521635293, 'sunset': 1521679766}",24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.51, 'deg': 60.5023}"
171,stations,{'all': 36},200,"{'lon': 80.55, 'lat': 73.51}",1521672815.0,1507390.0,"{'temp': -2.51, 'pressure': 1012.28, 'humidity': 84, 'temp_min': -2.51, 'temp_max': -2.51, 'sea_level': 1012.7, 'grnd_level': 1012.28}",,Dikson,,"{'message': 0.0051, 'country': 'RU', 'sunrise': 1521591968, 'sunset': 1521637569}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 19.51, 'deg': 280.002}"
172,stations,{'all': 90},200,"{'lon': 55.28, 'lat': -21.15}",1521671400.0,6690297.0,"{'temp': 76.93, 'pressure': 1013, 'humidity': 88, 'temp_min': 75.2, 'temp_max': 78.8}",,Saint-Leu,,"{'type': 1, 'id': 6792, 'message': 0.0041, 'country': 'RE', 'sunrise': 1521598988, 'sunset': 1521642488}",10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 8.05, 'deg': 110}"
173,,,404,,,,,city not found,,,,,,
174,stations,{'all': 20},200,"{'lon': 89.08, 'lat': 22.72}",1521671400.0,1185111.0,"{'temp': 78.8, 'pressure': 1006, 'humidity': 83, 'temp_min': 78.8, 'temp_max': 78.8}",,Satkhira,,"{'type': 1, 'id': 7784, 'message': 0.0038, 'country': 'BD', 'sunrise': 1521590774, 'sunset': 1521634520}",2000.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]","{'speed': 3.18, 'deg': 189.002}"
175,stations,{'all': 8},200,"{'lon': 27.99, 'lat': 2.14}",1521672817.0,204318.0,"{'temp': 66.39, 'pressure': 932.67, 'humidity': 96, 'temp_min': 66.39, 'temp_max': 66.39, 'sea_level': 1024.16, 'grnd_level': 932.67}",,Wamba,,"{'message': 0.0034, 'country': 'CD', 'sunrise': 1521605495, 'sunset': 1521649098}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]","{'speed': 2.06, 'deg': 167.502}"
176,stations,{'all': 0},200,"{'lon': 69.61, 'lat': 21.64}",1521672817.0,1259395.0,"{'temp': 69.67, 'pressure': 1021.27, 'humidity': 81, 'temp_min': 69.67, 'temp_max': 69.67, 'sea_level': 1024.08, 'grnd_level': 1021.27}",,Porbandar,,"{'message': 0.003, 'country': 'IN', 'sunrise': 1521595448, 'sunset': 1521639189}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.1, 'deg': 324.502}"
177,,,404,,,,,city not found,,,,,,
178,stations,{'all': 100},200,"{'lon': 169.85, 'lat': -46.28}",1521672818.0,2208248.0,"{'temp': 49.65, 'pressure': 1024.11, 'humidity': 77, 'temp_min': 49.65, 'temp_max': 49.65, 'sea_level': 1041.47, 'grnd_level': 1024.11}",,Kaitangata,,"{'message': 0.0035, 'country': 'NZ', 'sunrise': 1521571477, 'sunset': 1521614986}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 15.82, 'deg': 181.002}"
179,stations,{'all': 36},200,"{'lon': 124.29, 'lat': 8}",1521672818.0,1701054.0,"{'temp': 71.02, 'pressure': 934.21, 'humidity': 100, 'temp_min': 71.02, 'temp_max': 71.02, 'sea_level': 1021.73, 'grnd_level': 934.21}",,Marawi,{'3h': 0.105},"{'message': 0.0045, 'country': 'PH', 'sunrise': 1521582375, 'sunset': 1521626008}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.06, 'deg': 13.5023}"
180,stations,{'all': 0},200,"{'lon': -35.74, 'lat': -9.67}",1521669600.0,3395981.0,"{'temp': 78.8, 'pressure': 1012, 'humidity': 83, 'temp_min': 78.8, 'temp_max': 78.8}",,Maceio,,"{'type': 1, 'id': 4538, 'message': 0.0044, 'country': 'BR', 'sunrise': 1521620816, 'sunset': 1521664352}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.82, 'deg': 80}"
181,stations,{'all': 92},200,"{'lon': 150.67, 'lat': -10.62}",1521672819.0,2132606.0,"{'temp': 78.99, 'pressure': 1015.2, 'humidity': 100, 'temp_min': 78.99, 'temp_max': 78.99, 'sea_level': 1018.2, 'grnd_level': 1015.2}",,Samarai,{'3h': 0.305},"{'message': 0.0031, 'country': 'PG', 'sunrise': 1521576080, 'sunset': 1521619629}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 6.42, 'deg': 185.502}"
182,stations,{'all': 24},200,"{'lon': 44.28, 'lat': -20.3}",1521672819.0,1058381.0,"{'temp': 75.93, 'pressure': 1019.73, 'humidity': 100, 'temp_min': 75.93, 'temp_max': 75.93, 'sea_level': 1025.42, 'grnd_level': 1019.73}",,Morondava,,"{'message': 0.0038, 'country': 'MG', 'sunrise': 1521601628, 'sunset': 1521645129}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.74, 'deg': 205.002}"
183,stations,{'all': 0},200,"{'lon': -1.13, 'lat': 38.18}",1521671400.0,2517679.0,"{'temp': 44.6, 'pressure': 1022, 'humidity': 70, 'temp_min': 44.6, 'temp_max': 44.6}",,Fortuna,,"{'type': 1, 'id': 5464, 'message': 0.0034, 'country': 'ES', 'sunrise': 1521612319, 'sunset': 1521656285}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.7, 'deg': 290}"
184,stations,{'all': 56},200,"{'lon': 88.39, 'lat': 69.49}",1521672820.0,1490256.0,"{'temp': -10.93, 'pressure': 998.41, 'humidity': 72, 'temp_min': -10.93, 'temp_max': -10.93, 'sea_level': 1021.73, 'grnd_level': 998.41}",,Talnakh,,"{'message': 0.0047, 'country': 'RU', 'sunrise': 1521590313, 'sunset': 1521635425}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.41, 'deg': 238.002}"
185,stations,{'all': 64},200,"{'lon': 33.6, 'lat': 40.67}",1521672821.0,749747.0,"{'temp': 41.14, 'pressure': 881.04, 'humidity': 51, 'temp_min': 41.14, 'temp_max': 41.14, 'sea_level': 1029.67, 'grnd_level': 881.04}",,Ayan,,"{'message': 0.0039, 'country': 'TR', 'sunrise': 1521603974, 'sunset': 1521647967}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 3.96, 'deg': 276.502}"
186,stations,{'all': 75},200,"{'lon': -61.45, 'lat': 10.24}",1521669600.0,3573739.0,"{'temp': 78.8, 'pressure': 1012, 'humidity': 94, 'temp_min': 78.8, 'temp_max': 78.8}",,Esperance,,"{'type': 1, 'id': 4165, 'message': 0.0328, 'country': 'TT', 'sunrise': 1521626929, 'sunset': 1521670593}",8000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]","{'speed': 8.05, 'deg': 130}"
187,stations,{'all': 90},200,"{'lon': -122.14, 'lat': 52.13}",1521669600.0,6182212.0,"{'temp': 41, 'pressure': 1003, 'humidity': 48, 'temp_min': 41, 'temp_max': 41}",,Williams Lake,,"{'type': 1, 'id': 3370, 'message': 0.008, 'country': 'CA', 'sunrise': 1521641171, 'sunset': 1521685531}",24140.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 14.99, 'deg': 110}"
188,stations,{'all': 20},200,"{'lon': 117.15, 'lat': -20.77}",1521672822.0,2062276.0,"{'temp': 82.27, 'pressure': 1009.11, 'humidity': 68, 'temp_min': 82.27, 'temp_max': 82.27, 'sea_level': 1022.14, 'grnd_level': 1009.11}",,Roebourne,,"{'message': 0.0037, 'country': 'AU', 'sunrise': 1521584136, 'sunset': 1521627650}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 4.63, 'deg': 166.502}"
189,stations,{'all': 0},200,"{'lon': 30.79, 'lat': 59.7}",1521669600.0,546105.0,"{'temp': 21.2, 'pressure': 1008, 'humidity': 73, 'temp_min': 21.2, 'temp_max': 21.2}",,Nikolskoye,,"{'type': 1, 'id': 7267, 'message': 0.0047, 'country': 'RU', 'sunrise': 1521604398, 'sunset': 1521648933}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.47, 'deg': 200}"
190,,,404,,,,,city not found,,,,,,
191,stations,{'all': 75},200,"{'lon': -64.78, 'lat': 32.3}",1521670620.0,3573197.0,"{'temp': 71.6, 'pressure': 1010, 'humidity': 88, 'temp_min': 71.6, 'temp_max': 71.6}",,Hamilton,,"{'type': 1, 'id': 4169, 'message': 0.0057, 'country': 'BM', 'sunrise': 1521627621, 'sunset': 1521671521}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 27.51, 'deg': 200}"
192,stations,{'all': 64},200,"{'lon': 103.84, 'lat': 2.43}",1521672823.0,1732826.0,"{'temp': 80.02, 'pressure': 1018.68, 'humidity': 86, 'temp_min': 80.02, 'temp_max': 80.02, 'sea_level': 1022.26, 'grnd_level': 1018.68}",,Mersing,,"{'message': 0.0048, 'country': 'MY', 'sunrise': 1521587295, 'sunset': 1521630898}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 9.55, 'deg': 22.0023}"
193,stations,{'all': 40},200,"{'lon': -156.47, 'lat': 20.89}",1521669360.0,5847411.0,"{'temp': 75.06, 'pressure': 1015, 'humidity': 61, 'temp_min': 71.6, 'temp_max': 78.8}",,Kahului,,"{'type': 1, 'id': 823, 'message': 0.0069, 'country': 'US', 'sunrise': 1521649676, 'sunset': 1521693456}",16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 19.46, 'deg': 70, 'gust': 15.4}"
194,stations,{'all': 0},200,"{'lon': 81.23, 'lat': 8.58}",1521672823.0,1226260.0,"{'temp': 71.47, 'pressure': 1015.52, 'humidity': 91, 'temp_min': 71.47, 'temp_max': 71.47, 'sea_level': 1022.83, 'grnd_level': 1015.52}",,Trincomalee,,"{'message': 0.0048, 'country': 'LK', 'sunrise': 1521592704, 'sunset': 1521636344}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.18, 'deg': 236.502}"
195,stations,{'all': 90},200,"{'lon': -82.64, 'lat': 38.48}",1521670500.0,4282757.0,"{'temp': 34.74, 'pressure': 1013, 'humidity': 86, 'temp_min': 33.8, 'temp_max': 35.6}",,Ashland,,"{'type': 1, 'id': 3054, 'message': 0.0038, 'country': 'US', 'sunrise': 1521631858, 'sunset': 1521675863}",2414.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 8.05, 'deg': 310}"
196,,,404,,,,,city not found,,,,,,
197,stations,{'all': 76},200,"{'lon': 33.47, 'lat': 55.52}",1521672824.0,549718.0,"{'temp': 21.75, 'pressure': 994.6, 'humidity': 92, 'temp_min': 21.75, 'temp_max': 21.75, 'sea_level': 1025.14, 'grnd_level': 994.6}",,Kholm-Zhirkovskiy,,"{'message': 0.0119, 'country': 'RU', 'sunrise': 1521603834, 'sunset': 1521648198}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 7.2, 'deg': 332.002}"
198,stations,{'all': 40},200,"{'lon': 158.65, 'lat': 53.05}",1521669600.0,2122104.0,"{'temp': 10.4, 'pressure': 1008, 'humidity': 60, 'temp_min': 10.4, 'temp_max': 10.4}",,Petropavlovsk-Kamchatskiy,,"{'type': 1, 'id': 7248, 'message': 0.0036, 'country': 'RU', 'sunrise': 1521573879, 'sunset': 1521618073}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 4.47, 'deg': 340}"
199,stations,{'all': 76},200,"{'lon': 123.19, 'lat': 13.43}",1521672825.0,1698923.0,"{'temp': 77.59, 'pressure': 1022.25, 'humidity': 100, 'temp_min': 77.59, 'temp_max': 77.59, 'sea_level': 1023.84, 'grnd_level': 1022.25}",,Salingogon,{'3h': 0.115},"{'message': 0.0049, 'country': 'PH', 'sunrise': 1521582625, 'sunset': 1521626292}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 8.77, 'deg': 28.0023}"
200,stations,{'all': 32},200,"{'lon': -69.36, 'lat': 77.48}",1521672825.0,3831208.0,"{'temp': -17.86, 'pressure': 990.96, 'humidity': 100, 'temp_min': -17.86, 'temp_max': -17.86, 'sea_level': 1026.23, 'grnd_level': 990.96}",,Qaanaaq,,"{'message': 0.0037, 'country': 'GL', 'sunrise': 1521627406, 'sunset': 1521674137}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 4.74, 'deg': 62.0023}"
201,stations,{'all': 12},200,"{'lon': -56.08, 'lat': -9.87}",1521672826.0,6316343.0,"{'temp': 77.1, 'pressure': 997.52, 'humidity': 95, 'temp_min': 77.1, 'temp_max': 77.1, 'sea_level': 1023.27, 'grnd_level': 997.52}",,Alta Floresta,,"{'message': 0.0045, 'country': 'BR', 'sunrise': 1521625698, 'sunset': 1521669231}",,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 1.61, 'deg': 129.502}"
202,stations,{'all': 0},200,"{'lon': 128.88, 'lat': 47.72}",1521672826.0,2033413.0,"{'temp': 33.94, 'pressure': 977.82, 'humidity': 50, 'temp_min': 33.94, 'temp_max': 33.94, 'sea_level': 1026.39, 'grnd_level': 977.82}",,Yichun,,"{'message': 0.0037, 'country': 'CN', 'sunrise': 1521581073, 'sunset': 1521625155}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.62, 'deg': 221.002}"
203,stations,{'all': 20},200,"{'lon': -63.06, 'lat': 18.22}",1521669600.0,3573374.0,"{'temp': 79.74, 'pressure': 1016, 'humidity': 74, 'temp_min': 78.8, 'temp_max': 80.6}",,The Valley,,"{'type': 1, 'id': 4140, 'message': 0.004, 'country': 'AI', 'sunrise': 1521627284, 'sunset': 1521671018}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 17.22, 'deg': 100}"
